A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,EWS_DaysToThreat,scenario,policy,model
91.0,251.09752030961607,10,0.1352871958695148,163.53428301827225,10,0.7462248759736086,331.0632083286815,10,0.5833765830157204,306.1616710178948,1.0,0.08830823179926528,37.55692114751781,1.5,0.9513812103774735,2.5,4.5,1.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,0,0,dikesnet
30.0,118.72366425547439,1.0,0.9380242079057259,287.4585876583824,1.0,0.7326997052049307,294.15119158650816,1.0,0.9491417815477893,282.7958932347234,1.5,0.7989466355231761,51.950487591272804,10,0.4498972433307072,1.5,4.5,4.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,1,0,dikesnet
50.0,91.96847294737846,1.5,0.07593098701967041,292.2151621229538,10,0.7261122276186144,38.302302252980034,1.0,0.5472189287361457,174.29716731481054,1.0,0.7854406897687528,99.37067920498575,1.0,0.20317883256434993,3.5,1.5,1.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,2,0,dikesnet
103.0,326.9308152875208,10,0.28745863812094263,328.3229228788049,1.5,0.9572177595497966,322.32002061105584,1.0,0.7122399850687435,219.67192783831592,1.0,0.8807499950363348,325.56819550275327,1.0,0.24074646840058134,1.5,2.5,2.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,3,0,dikesnet
43.0,324.78953362640874,10,0.30526751425013576,67.7797095763205,10,0.42534856590277087,139.79942574290874,1.0,0.3339496744784555,252.00575689088237,1.5,0.1858753818616029,59.17966527355638,1.0,0.7766178922881478,4.5,4.5,2.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,4,0,dikesnet
97.0,301.9861513158903,1.0,0.8693824207738943,182.3195625835178,1.5,0.7001922522762317,203.25924655699345,1.5,0.8798780883182864,204.11033613423908,10,0.5801658960436574,276.8985652169381,1.5,0.1754491787155076,3.5,2.5,1.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,5,0,dikesnet
49.0,337.29364115750025,10,0.7064182930380704,242.06792600505335,10,0.37881761419055093,261.5919457902849,1.0,0.5978915494825345,277.2037501099735,1.5,0.39265440970665044,154.225832466366,1.0,0.9376486620304316,2.5,4.5,3.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,6,0,dikesnet
92.0,82.71737123102022,1.5,0.25092756940347355,296.3693031000486,10,0.3222460748800494,157.931156139567,1.5,0.04396190210040118,42.6316323906,1.5,0.18431056392116132,57.703183666851615,1.5,0.7568981642593167,3.5,3.5,1.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,7,0,dikesnet
32.0,283.88198288374787,1.0,0.4924475686313662,117.5380762111185,10,0.7120898464620755,272.31309586844577,1.5,0.5206628851844525,102.24045520373676,1.5,0.9565710103887475,67.12418028927613,1.0,0.1529427208222624,2.5,1.5,2.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,8,0,dikesnet
75.0,32.58355493817844,10,0.43339341362853434,255.94219322533704,1.0,0.1447326683387608,92.91694074191565,10,0.5951687569494345,305.1214612192536,1.5,0.9246522610630661,299.42434246390724,1.0,0.3415497755850731,3.5,1.5,1.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,9.0,2.0,7.0,1.0,8.0,7.0,9.0,6.0,1.0,10.0,5.0,2.0,3.0,2.0,4.0,9,0,dikesnet
